PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2005_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2005,202223,2332695,125956,878957,1327782,2333264,1261140,651058,65668,163780,2525,10360,15151,17038,15001,125158,67112,194795,245.6259264,285.253357,227.4383241,261.1384723
2005_NEW_JERSEY,NEW_JERSEY,2005,1368959,23026334,937945,9340953,12747436,23023365,11575456,7408034,817943,2179605,26794,93151,98565,103587,92175,806925,407314,1241033,243.9789314,283.9026042,223.2983935,268.3566729
2005_NEW_MEXICO,NEW_MEXICO,2005,326102,2982991,480888,2102670,399433,3011696,1395996,955266,149000,466166,6070,25140,23987,25987,19119,198342,97206,301618,224.0272183,263.275163,206.7916207,250.5306689
2005_NEW_YORK,NEW_YORK,2005,2816426,43936450,3156023,19202847,21577580,45086872,27866708,11303872,1182179,3342778,40519,189924,196279,216226,173867,1626722,851404,2518645,238.1739767,279.7162537,222.6952,264.6593688
2005_NORTH_CAROLINA,NORTH_CAROLINA,2005,1347177,11098165,1116670,6440768,3540727,10917913,6160224,3039968,580213,791873,9847,116829,105392,111894,82267,876442,413318,1299607,241.2355493,281.8251366,217.1344487,269.2241297
2005_NORTH_DAKOTA,NORTH_DAKOTA,2005,100413,969520,148482,341066,479972,985502,501563,258404,64839,88341,1052,6579,7016,7993,7889,58007,32645,91704,242.7369951,286.9609534,224.8108467,267.4556943
2005_OHIO,OHIO,2005,1778784,19746239,1413888,8313858,10018493,19785561,9700668,6526386,830761,2046199,29791,135854,131691,144869,130436,1095686,578352,1703829,242.1059352,283.2517747,222.5332538,252.8690625
2005_OKLAHOMA,OKLAHOMA,2005,629145,4892548,678448,2440741,1773359,4785987,2303527,1569038,467321,397131,33418,48667,44194,47812,38013,372169,176683,582270,233.9553288,271.3599024,213.8614501,269.6512703
2005_OREGON,OREGON,2005,550502,5022050,498217,2440758,2083075,5597579,2671228,1680005,181133,364717,1049,39759,42071,44046,39414,338084,172185,511318,238.3249306,282.2373254,216.8999802,269.4232281
2005_PENNSYLVANIA,PENNSYLVANIA,2005,1755560,22657782,1750988,7667114,13239680,23183924,11284717,6638401,920319,1914407,8790,127065,131236,148957,135778,1089528,600857,1699175,240.5729633,280.7138351,222.7719804,251.0333307
2005_RHODE_ISLAND,RHODE_ISLAND,2005,153596,1903472,145957,747359,1010156,1790591,1023496,616544,74850,20070,1688,9580,11484,12470,10587,92602,49552,143842,233.4367723,272.3450181,216.4398673,265.1385618
2005_SOUTH_CAROLINA,SOUTH_CAROLINA,2005,701176,6337711,639308,2832245,2866158,6572191,3134658,1903030,342107,938347,21604,52805,50408,55701,40327,423621,203514,648739,238.3026753,281.2343211,213.2035072,258.1601855
2005_SOUTH_DAKOTA,SOUTH_DAKOTA,2005,124862,1053504,176738,350316,526450,1059303,539413,316892,46872,124727,1217,9470,8883,9576,8956,72843,38482,112542,241.5941861,287.303618,222.3986921,270.2437558
2005_TENNESSEE,TENNESSEE,2005,940769,6806262,787269,2962151,3056842,7067521,4120045,1907907,378064,483208,10190,76449,69773,72949,56949,575580,277352,863122,231.6880797,270.5245768,214.2212693,266.7672812
2005_TEXAS,TEXAS,2005,4334611,37783715,4095588,13017433,20670694,40302144,18950703,10963041,1883727,5592231,207967,350124,329969,335824,257151,2710248,1257055,4175270,241.9909163,281.102845,218.733824,259.63136
2005_UTAH,UTAH,2005,488055,3181279,326400,1729443,1125436,3188018,1632553,771298,241992,467720,3933,42307,38635,38463,36923,311404,150786,466123,238.7974238,279.1561234,221.3109271,263.1568908
2005_VERMONT,VERMONT,2005,92819,1628681,95016,1090494,443171,1634534,739981,392627,36577,63280,4061,6069,6549,7559,7499,54532,31856,90449,243.5288554,287.3564876,226.886251,266.8219111
2005_VIRGINIA,VIRGINIA,2005,1203697,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204,1180309,19868,89427,88883,95716,78913,732004,372317,1124189,240.4975682,284.3716282,225.8137107,260.9683268
2005_WASHINGTON,WASHINGTON,2005,1019925,9141383,796450,5588494,2756439,9399603,4629347,2692637,428619,1292543,12735,72644,74401,81440,76505,614103,332503,959341,241.6846745,285.0522297,223.4863979,257.1691046
2005_WEST_VIRGINIA,WEST_VIRGINIA,2005,279456,2701056,329159,1607433,764464,2698703,1524187,852145,174265,137026,8942,21428,19999,22147,18022,166618,83677,259237,230.8432679,269.0994928,214.7670664,268.5404356
2005_WISCONSIN,WISCONSIN,2005,869301,9584108,565072,4770290,4248746,9433502,5128207,2944041,382137,472358,31218,60382,59984,66985,69665,492398,291176,814792,240.5685819,284.5415566,221.1642265,259.0723418
2005_WYOMING,WYOMING,2005,84146,1132160,106484,585789,439887,1033603,510498,324752,29657,158464,439,6381,6111,6819,6079,50375,27214,78028,242.9559138,282.1006096,223.262146,258.191598
2006_ALABAMA,ALABAMA,2006,743265,6364028,730112,3540436,2093480,6591429,3326656,1983482,485936,666550,3872,58209,56720,59573,44471,466583,214968,685423,,,,
2006_ALASKA,ALASKA,2006,132893,1625138,289855,918976,416307,1817656,871434,601197,58037,236931,1832,9795,9589,10155,10039,78540,42441,122813,,,,
2006_ARIZONA,ARIZONA,2006,947266,8084068,963600,3635388,3485080,7934177,3733989,2436340,392902,1143569,14905,85388,81388,80769,71388,659167,308576,982648,,,,
2006_ARKANSAS,ARKANSAS,2006,472609,4247664,482038,3108910,656716,4343877,2265821,1297593,211065,449548,10895,38058,35581,36026,29617,287207,139689,437791,,,,
2006_CALIFORNIA,CALIFORNIA,2006,6295994,66302860,7421482,37439651,21441727,68722432,32387671,19079354,3259244,10047331,119824,454605,470542,491871,443253,3830950,1993972,5944746,,,,
2006_COLORADO,COLORADO,2006,778842,7295561,520673,3087795,3687093,7803324,3562901,2518038,298896,1024225,24554,60922,57877,59497,53922,473565,234985,733104,,,,
2006_CONNECTICUT,CONNECTICUT,2006,549744,8436197,388080,3148507,4899610,7982143,4406855,2354944,290868,603391,13577,40834,42107,44609,40027,343652,177037,534266,,,,
2006_DELAWARE,DELAWARE,2006,114371,1544615,109044,969809,465762,1646885,817872,467410,64658,227679,662,8604,8982,10262,7482,75730,37258,113650,,,,
2006_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2006,59616,1092863,127371,0,965492,1081887,478688,433933,39503,126807,5800,5323,4577,4826,3367,38337,18313,62450,,,,
2006_FLORIDA,FLORIDA,2006,2663973,25423686,2460004,10215772,12747910,26609155,12211602,7492039,1437303,4860930,46117,202063,199686,207213,162952,1618382,804951,2469450,,,,
2006_GEORGIA,GEORGIA,2006,1597682,16165924,1455212,7136011,7574701,15839227,8583817,4432252,708588,1930006,39318,130453,121155,126903,90402,996737,462649,1498704,,,,
2006_HAWAII,HAWAII,2006,182818,2705532,225393,2431735,48404,1939968,1077351,643718,143911,74988,1486,13953,13687,13512,10675,110480,54636,166602,,,,
2006_IDAHO,IDAHO,2006,258314,1875346,201040,1046128,628178,1903720,1027985,557225,82623,189807,2787,20922,19989,20540,18322,163296,80375,246458,,,,
2006_ILLINOIS,ILLINOIS,2006,2097585,22724326,1886721,7144629,13692976,22622323,11327481,7242674,818234,2021097,75275,147440,153480,159038,143366,1254964,640597,1970836,,,,
2006_INDIANA,INDIANA,2006,1026106,11578988,740036,5380185,5458767,11260755,5348450,3313154,424213,985099,10148,79145,78177,82067,69654,640815,315832,966795,,,,
2006_IOWA,IOWA,2006,483482,4898509,397290,2158255,2342964,4930613,2425326,1428006,215683,592789,8255,37592,34245,37031,38448,280371,156904,445530,,,,
2006_KANSAS,KANSAS,2006,467279,4648920,340728,2640757,1667435,4439000,2378494,1345794,191458,358866,14074,35392,33101,34810,32471,273740,142086,429900,,,,
2006_KENTUCKY,KENTUCKY,2006,679621,6002056,680251,3439085,1882720,6112978,3082253,1830653,356721,686124,36518,50639,47975,50323,40267,396829,194672,628019,,,,
2006_LOUISIANA,LOUISIANA,2006,648313,6780668,1276913,2814302,2689453,6032182,3167501,1962367,338521,454736,24022,53804,51624,50694,38582,414290,183735,622047,,,,
2006_MAINE,MAINE,2006,195675,2381908,201447,947857,1232604,2381439,1376177,660506,101979,115871,2323,14001,14192,15782,14829,116014,61648,179985,,,,
2006_MARYLAND,MARYLAND,2006,860021,10697117,663284,4189334,5844499,10585292,5535192,3217615,448422,1037525,25674,56133,61045,66332,60656,497258,272575,795507,,,,
2006_MASSACHUSETTS,MASSACHUSETTS,2006,949951,14160242,749362,6175593,7235287,13503621,7613569,3989906,413514,904979,24875,68585,70752,74381,67618,576604,298033,899512,,,,
2006_MICHIGAN,MICHIGAN,2006,1714416,19714584,1524718,11172247,7017619,20626758,9400832,6627833,872945,1842154,26192,129676,120173,130582,116774,988805,539517,1554514,,,,
2006_MINNESOTA,MINNESOTA,2006,812040,9314477,558287,6368364,2387826,9671933,4818788,2317030,697359,1063443,12319,60712,59257,64619,73273,485414,282120,779853,,,,
2006_MISSISSIPPI,MISSISSIPPI,2006,493952,4279581,856762,2108733,1314086,4066036,2096028,1244115,243110,413302,2685,39617,36873,38819,26732,307988,134475,445148,,,,
2006_MISSOURI,MISSOURI,2006,913765,8846493,740742,3830104,4275647,8654672,4483151,2619786,467463,758141,20927,67873,66268,72023,63755,545475,286078,852480,,,,
2006_MONTANA,MONTANA,2006,145259,1375638,190226,626958,558454,1377599,753664,442662,56642,97873,794,10409,10311,11387,10870,85685,47340,133819,,,,
2006_NEBRASKA,NEBRASKA,2006,285547,3107061,301764,948001,1857296,2867250,1570629,805633,128776,280954,6933,22080,20338,21622,21527,166756,91811,265500,,,,
2006_NEVADA,NEVADA,2006,412747,3691628,258814,2137351,1295463,4022979,1840698,1088646,119224,760380,2937,31746,32711,33586,21352,267211,121779,391927,,,,
2006_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2006,201044,2459051,130088,925677,1403286,2494247,1332640,696005,68406,201565,2531,10375,15080,16431,15492,123282,67384,193197,,,,
2006_NEW_JERSEY,NEW_JERSEY,2006,1371155,23915685,982557,9540387,13392741,24177714,12309954,7892051,837293,2033738,27952,93043,98149,102827,94685,800060,408143,1236155,,,,
2006_NEW_MEXICO,NEW_MEXICO,2006,326761,3094036,446994,2197044,449998,3099738,1500318,1016791,153346,385590,5852,25668,24311,25563,19329,198571,98129,302552,,,,
2006_NEW_YORK,NEW_YORK,2006,2787366,47018793,3340216,20183518,23495059,48359774,29589517,11898562,1264799,3970683,44649,186373,192095,210851,179030,1596900,857753,2499302,,,,
2006_NORTH_CAROLINA,NORTH_CAROLINA,2006,1378306,11709885,1184622,6846954,3678309,11725031,6342589,3344466,618610,1052527,16601,118443,108731,110965,84556,892023,417414,1326038,,,,
2006_NORTH_DAKOTA,NORTH_DAKOTA,2006,98172,1008339,151248,348475,508616,1017084,513113,269235,68526,92963,977,6650,6931,7874,7818,56768,32275,90020,,,,
2006_OHIO,OHIO,2006,1769200,20957714,1479925,8695982,10781807,20589584,10048571,6796495,852673,2177340,30774,133990,131258,144312,131200,1088429,583529,1702732,,,,
2006_OKLAHOMA,OKLAHOMA,2006,634468,5120286,654807,2570987,1894492,5094695,2437935,1677749,492085,436567,34378,49362,45369,46050,38453,373381,178292,586051,,,,
2006_OREGON,OREGON,2006,556185,5429145,516962,2737088,2175095,5386128,2834418,1803634,189427,319231,1147,39572,41754,43312,43833,339141,181683,521971,,,,
2006_PENNSYLVANIA,PENNSYLVANIA,2006,1752402,23950553,1794419,7973651,14182483,24195122,11675380,7025760,966663,2009924,10953,126821,129546,146393,153112,1080146,648688,1739787,,,,
2006_RHODE_ISLAND,RHODE_ISLAND,2006,150112,2004709,149493,797349,1057867,1983578,1120778,690355,80127,28706,1764,10231,11135,12194,10832,90001,49616,141381,,,,
2006_SOUTH_CAROLINA,SOUTH_CAROLINA,2006,699027,6752813,664113,3023114,3065586,7148083,3310899,2071441,366285,1128702,22217,53154,51217,55222,41588,425902,206748,654867,,,,
2006_SOUTH_DAKOTA,SOUTH_DAKOTA,2006,121718,1086433,177452,355719,553262,1052315,552199,334845,48881,86227,1248,9614,8866,9510,8795,72275,38021,111544,,,,
2006_TENNESSEE,TENNESSEE,2006,953514,7195519,793477,3097824,3304218,7395357,4248091,1995464,395656,573015,12323,77494,71857,72892,59904,587494,286397,886214,,,,
2006_TEXAS,TEXAS,2006,4450272,41142403,4735208,13503141,22904054,43394244,20299749,11672256,1980118,6170544,212137,352980,340488,338449,263224,2754665,1279727,4246529,,,,
2006_UTAH,UTAH,2006,496507,3381146,342862,1825910,1212374,3371338,1709307,821539,255128,504723,3814,43518,40477,37743,36425,323940,152114,479868,,,,
2006_VERMONT,VERMONT,2006,90850,1725093,102791,1153104,469198,1711762,763591,410862,37607,59192,4308,6198,6521,7186,7599,53234,31659,89201,,,,
2006_VIRGINIA,VIRGINIA,2006,1213616,13153845,866982,5126114,7160749,13481336,7024659,3974403,538026,1298749,20391,89644,88527,95083,82901,731650,378755,1130796,,,,
2006_WASHINGTON,WASHINGTON,2006,1031668,9679682,801941,5899155,2978586,9915617,4826779,2852334,440909,1422488,9082,72608,75695,80022,77160,613168,331916,954166,,,,
2006_WEST_VIRGINIA,WEST_VIRGINIA,2006,279788,2814536,346628,1649661,818247,2852607,1569685,897874,184320,187462,7469,24308,19935,21541,18508,165796,84366,257631,,,,
2006_WISCONSIN,WISCONSIN,2006,869596,9855692,580810,5066552,4208330,9779642,5290595,3064437,400780,545716,33821,60408,59356,65606,70699,490371,292100,816292,,,,
2006_WYOMING,WYOMING,2006,86155,1150345,115937,507178,527230,1146527,571127,362807,34310,168214,423,6575,6191,6697,6167,50997,27198,78618,,,,
2007_ALABAMA,ALABAMA,2007,743273,7069040,689072,4070949,2309019,7196459,3653466,2174210,546077,687816,3592,55972,57795,58792,46200,466414,216941,686947,228.520018,266.0001099,216.3889539,265.6419817
2007_ALASKA,ALASKA,2007,132197,1800616,282270,1052357,465989,1938755,927307,645857,60699,257723,1679,9625,9420,9953,10092,77676,42049,121404,237.2738932,282.5571541,214.4769544,266.9176171
2007_ARIZONA,ARIZONA,2007,969875,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069,1436673,15854,86742,82876,81196,76275,668290,316376,1000520,231.9369335,275.5484264,209.5206243,254.7997475
2007_ARKANSAS,ARKANSAS,2007,474532,4415981,483689,3319030,613262,4779308,2337748,1378576,450454,470562,12795,38192,35710,35944,30708,288518,138921,440234,237.6706874,273.8998622,217.0278177,265.8126157
2007_CALIFORNIA,CALIFORNIA,2007,6288686,72516936,7200298,42333637,22983001,73225422,34685013,20655194,3467540,10058842,68002,454743,467305,490054,468281,3801685,2011865,5881552,230.0340912,270.381784,208.522186,268.1594281
2007_COLORADO,COLORADO,2007,790211,7689014,529854,3307016,3852144,8039146,3782300,2483095,286754,1083411,25649,61576,59449,58396,55334,478501,236141,740291,240.2058902,286.1927562,223.7326529,251.9368814
2007_CONNECTICUT,CONNECTICUT,2007,549230,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943,913165,14180,39889,42488,43670,40927,339965,176592,530737,242.7556468,282.4727901,227.2036492,258.7984559
2007_DELAWARE,DELAWARE,2007,114678,1694929,102114,1071957,520858,1705204,825084,481610,68343,245757,583,8817,9085,10176,7681,75619,37555,113757,241.7948949,282.9920827,225.0705423,254.8287924
2007_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2007,56943,1148358,134700,0,1013658,1140506,491992,437772,40703,167103,7146,5306,4807,5182,4002,40295,20242,67683,213.6988988,248.1987424,197.0859504,257.9609958
2007_FLORIDA,FLORIDA,2007,2656176,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095,5992654,46917,197467,195859,193970,169832,1611475,810952,2469344,242.02025,277.3834973,223.5349268,251.2877915
2007_GEORGIA,GEORGIA,2007,1628409,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339,2271958,39908,129791,125404,124544,95443,1008878,471012,1519798,235.2090171,274.7786646,218.8881713,266.4078816
2007_HAWAII,HAWAII,2007,180728,2985593,256696,2681049,47848,2199604,1177781,732536,151243,138044,1531,15042,13652,13420,11234,108882,54246,164659,234.286135,268.7720134,213.496555,267.0556914
2007_IDAHO,IDAHO,2007,262935,2011951,202977,1338182,470792,1960472,1069134,590192,86738,163583,2880,21295,20658,20557,18598,166996,80948,250824,240.9028435,283.5075958,223.4040653,264.5448307
2007_ILLINOIS,ILLINOIS,2007,2101075,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000,2082140,77843,145755,152895,161310,144342,1249311,639896,1967050,237.2870413,280.497096,219.3868114,240.7936248
2007_INDIANA,INDIANA,2007,1034588,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190,887670,10755,75445,78204,80850,71755,643350,317214,971319,245.144255,285.0072109,221.6730923,272.6925529
2007_IOWA,IOWA,2007,483122,5194536,390585,2279228,2524723,5198975,2557629,1480218,221002,647628,12487,37819,34590,36040,39114,279198,155611,447296,242.8195893,285.2269031,224.8947954,259.7907207
2007_KANSAS,KANSAS,2007,468974,5038100,346441,2889107,1802552,4823931,2602503,1418802,199749,427238,13477,35471,34383,34572,33149,276250,140893,430620,247.9236542,290.0325998,224.6583622,258.7049928
2007_KENTUCKY,KENTUCKY,2007,646360,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495,755710,17985,49986,49250,49723,41958,401215,196772,615972,235.0879202,278.7047499,222.4323142,251.3308107
2007_LOUISIANA,LOUISIANA,2007,662302,7048732,1234006,2911249,2903477,6657341,3430268,2140586,363037,618284,26631,53062,56201,51355,37806,419856,181489,627976,230.0431193,272.3862996,207.4068055,264.8863424
2007_MAINE,MAINE,2007,193539,2538161,198101,1081891,1258169,2501127,1459635,710785,111153,91361,2635,13710,14238,15334,16322,114397,65503,182535,242.370604,286.4722531,225.5440458,262.8266171
2007_MARYLAND,MARYLAND,2007,851640,11674965,661677,4684827,6328461,11541225,6031042,3503877,474728,1170502,27179,59455,60281,65088,61767,489845,269221,786245,240.3282307,285.7342652,224.7812651,264.0959609
2007_MASSACHUSETTS,MASSACHUSETTS,2007,945070,14407777,754202,6485380,7168195,14315518,8053653,4248353,422102,951016,25853,67900,71443,73318,68757,572523,296032,894408,252.4303198,297.9233445,235.7534621,267.4507196
2007_MICHIGAN,MICHIGAN,2007,1686473,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870,1629007,27207,125592,118931,126608,126380,970882,549291,1547380,237.6055535,276.8305171,220.1184528,267.4137909
2007_MINNESOTA,MINNESOTA,2007,810104,9693509,546297,6267386,2879826,10030105,5048143,2405182,730882,1074228,12795,60140,59431,63189,74749,485245,279398,777438,246.9977624,291.8511165,224.9170043,261.965951
2007_MISSISSIPPI,MISSISSIPPI,2007,494135,4220926,712846,2214700,1293380,4158733,2160396,1296685,251539,379581,2805,38662,37274,37948,27688,306944,137033,446782,227.6123771,264.8909187,207.8095188,253.2382943
2007_MISSOURI,MISSOURI,2007,910142,8908844,730811,3641310,4536723,9245525,4743390,2738098,485391,925265,22691,67314,67996,68636,65443,541741,285442,849874,239.4111029,280.6195383,220.7768279,269.9201538
2007_MONTANA,MONTANA,2007,144258,1474306,190631,702476,581199,1442434,793711,463422,58824,100592,539,10601,10503,11180,11057,85165,46448,132152,243.6188113,287.075529,226.6665326,265.2401215
2007_NEBRASKA,NEBRASKA,2007,287135,3234014,298196,992032,1943786,3117931,1673992,845739,131267,378827,10091,22588,20519,21047,22400,167416,91149,268656,238.0408086,283.6505986,222.9025543,273.2840488
2007_NEVADA,NEVADA,2007,422782,4006081,277849,2266751,1461481,4346371,2047045,1216122,139918,731227,2834,31682,33760,34121,21828,271876,121752,396462,231.7816005,270.8040244,210.8190091,260.3177061
2007_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2007,198625,2600123,137058,936882,1526183,2608190,1395619,733978,70608,208008,2614,10489,15026,16218,15959,121256,66413,190283,248.5715266,287.557061,229.0171734,268.1974428
2007_NEW_JERSEY,NEW_JERSEY,2007,1363804,25293076,991769,10101279,14200028,25572112,13250745,8316185,868012,1997462,28540,91115,98195,100884,97078,794703,411332,1234575,248.6215224,288.5834514,230.646972,250.0635701
2007_NEW_MEXICO,NEW_MEXICO,2007,327816,3272953,444466,2360542,467945,3279467,1610295,1103097,119933,396529,5378,25796,24452,25063,19594,198544,99322,303244,228.0643128,267.5380787,211.6318846,263.442316
2007_NEW_YORK,NEW_YORK,2007,2754976,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628,4216048,48561,184672,191647,205135,185680,1571259,852342,2472162,242.5430182,280.1411772,223.7520273,270.93785
2007_NORTH_CAROLINA,NORTH_CAROLINA,2007,1416028,13063307,1184934,7481148,4397225,12794086,6987589,3582953,642597,1166854,16927,120998,115076,114543,85893,934399,417168,1368494,241.617994,283.8806688,217.9340426,267.0308506
2007_NORTH_DAKOTA,NORTH_DAKOTA,2007,96577,1045678,150165,355662,539851,1042175,523778,283833,69691,90844,909,6730,6935,7472,7662,55853,31567,88329,245.4158542,291.5616119,226.3254811,252.3484739
2007_OHIO,OHIO,2007,1758645,22142424,1461326,9341723,11339375,21336580,10202242,6930905,876199,2595974,32815,130889,132634,139939,134417,1077618,585862,1696295,244.5327317,284.8516395,225.6669878,269.7345886
2007_OKLAHOMA,OKLAHOMA,2007,639032,5491931,650579,2782356,2058996,5505213,2688963,1732136,526547,502002,35270,49306,46787,45831,39321,375505,178400,589175,236.8021942,274.5349894,216.955654,270.1415503
2007_OREGON,OREGON,2007,559643,5648586,526411,2908595,2213580,5634955,2999104,1908603,199410,293730,1310,39820,42750,43018,45559,341853,181719,524882,236.0396573,283.8262772,215.0173234,250.7531745
2007_PENNSYLVANIA,PENNSYLVANIA,2007,1760451,25334577,1821479,8593421,14919677,25627083,11994620,7333616,1022492,2533079,12490,122769,129837,143406,139930,1069191,595727,1677408,244.0012735,286.1668633,226.3536582,263.5457165
2007_RHODE_ISLAND,RHODE_ISLAND,2007,147861,2100679,165167,817792,1117720,2082332,1177636,731694,85397,20234,1770,9840,11028,12098,10848,87549,48470,137789,235.8779358,275.3869905,218.7614449,259.1367031
2007_SOUTH_CAROLINA,SOUTH_CAROLINA,2007,701580,7130274,680718,3120416,3329140,7660995,3481608,2157719,384965,1290372,22812,52314,52715,54067,39459,429440,207751,660003,237.1074115,281.5036015,213.8365272,268.0176705
2007_SOUTH_DAKOTA,SOUTH_DAKOTA,2007,121158,1136570,174096,371645,590829,1096568,573916,335382,50283,105370,1335,9688,8935,9248,8901,72401,38182,111918,241.2134286,288.4639253,223.3985267,267.9789794
2007_TENNESSEE,TENNESSEE,2007,978084,7617488,805633,3342186,3469669,7817659,4473035,2144367,414587,593354,14937,75289,72454,70745,62040,579042,282508,876487,232.7537101,273.9787866,215.7492686,259.5472252
2007_TEXAS,TEXAS,2007,4513835,44355326,4423644,15952564,23979118,45920825,21061312,12451077,2073350,6654163,217751,356706,346491,332671,273867,2800227,1300148,4318126,242.3397599,285.8707084,219.6043131,265.7102102
2007_UTAH,UTAH,2007,504079,3656090,343915,1977900,1334275,3618540,1816456,871613,266481,579188,9487,47591,44748,41114,40375,353180,165986,528653,239.4049889,281.0874737,221.2614281,267.6656302
2007_VERMONT,VERMONT,2007,89329,1836316,97086,1237083,502147,1804519,800453,439237,41603,70359,4556,6161,6490,7039,7714,52379,30942,87877,246.357405,291.0107738,228.2485382,258.3211177
2007_VIRGINIA,VIRGINIA,2007,1220440,14176385,890144,5796043,7490198,14700853,7630837,4338027,573603,1473546,28684,89656,90397,93896,85413,732104,380413,1141201,243.5211298,287.625905,227.1367249,257.4212028
2007_WASHINGTON,WASHINGTON,2007,1026121,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389,1624443,10012,72165,76673,78219,78429,615230,332840,958082,242.542232,284.8628043,223.9993368,269.5967634
2007_WEST_VIRGINIA,WEST_VIRGINIA,2007,281298,2905489,353571,1677212,874706,2983267,1608247,941055,189649,228873,12247,21300,20217,21330,18625,164998,83990,261235,236.3378058,270.0840936,215.1305555,259.1619549
2007_WISCONSIN,WISCONSIN,2007,870584,10154985,574090,5175386,4405509,9988878,5459295,3147269,420699,467948,37773,59590,59995,64135,72380,487849,289421,815043,244.1812142,285.6179425,223.3180098,260.8129192
2007_WYOMING,WYOMING,2007,85034,1477891,111051,722364,644476,1390344,661713,428613,42353,246698,413,6891,6493,6711,6246,51939,27179,79531,243.8669151,286.9877715,225.2894833,262.2280247
2008_ALABAMA,ALABAMA,2008,742919,7726213,711391,4649053,2365769,7847387,3947003,2373070,564746,816799,6470,56205,58593,57809,46763,465403,217590,689463,,,,
2008_ALASKA,ALASKA,2008,130624,2188587,303399,1419318,465870,2274819,1113396,740000,65654,307512,1905,9744,9756,9673,9787,77614,41399,120918,,,,
2008_ARIZONA,ARIZONA,2008,987332,9272152,989340,4458836,3823976,9581201,4251747,2878922,443634,1571620,16748,87229,83793,81576,76735,667539,316048,1000335,,,,
2008_ARKANSAS,ARKANSAS,2008,476110,4608356,488378,3487063,632915,4720720,2388502,1462092,248189,463449,13254,37997,36345,35387,30256,289953,137196,440403,,,,
2008_CALIFORNIA,CALIFORNIA,2008,6258421,74626928,7227456,43187637,24211835,76618865,36542347,22310865,3692956,9388155,70497,461063,463904,486390,476156,3770281,2013687,5854465,,,,
2008_COLORADO,COLORADO,2008,796824,8070129,543952,3398303,4127874,8884786,4221868,2765773,314078,1157579,28280,63985,61058,58733,55936,488039,238139,754458,,,,
2008_CONNECTICUT,CONNECTICUT,2008,544417,9322225,386592,3520752,5414881,9046750,4878853,2669596,313708,826090,14952,40684,41792,43027,40743,336582,174980,526514,,,,
2008_DELAWARE,DELAWARE,2008,114062,1694998,104304,1037624,553070,1746925,852701,494996,72590,241390,738,9458,9521,9908,8120,76615,38619,115972,,,,
2008_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2008,58191,1224312,85568,0,1138744,1224785,520090,439197,43032,202768,112,4251,3292,2936,2092,26249,10315,36676,,,,
2008_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2008,58191,1224312,85568,0,1138744,1224785,520090,439197,43032,202768,7451,5122,4595,4540,3444,38190,17891,63532,,,,
2008_FLORIDA,FLORIDA,2008,2645680,30001821,2480218,11830218,15691385,31219589,14392625,8465282,1558863,5980134,48233,193428,198129,200736,167705,1607634,781725,2437592,,,,
2008_GEORGIA,GEORGIA,2008,1646010,18683630,1449557,8432720,8801353,19172087,10289480,5115445,813562,2703375,40726,129336,127285,123857,96131,1015622,470108,1526456,,,,
2008_HAWAII,HAWAII,2008,179897,2541703,310732,2154313,76658,2242408,1281836,742938,123179,94455,1607,15475,13739,12665,11326,108733,53481,163821,,,,
2008_IDAHO,IDAHO,2008,265844,2151476,205035,1409151,537290,2001328,1124302,627415,94898,93431,2797,21516,21450,20623,18826,169241,81497,253535,,,,
2008_ILLINOIS,ILLINOIS,2008,2099118,25431714,1996023,8357924,15077767,25696866,12676038,8161836,885452,2559210,92782,146969,152951,159272,147796,1239444,640512,1972738,,,,
2008_INDIANA,INDIANA,2008,1033329,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943,941950,11487,76308,78842,80874,72989,642226,316126,969839,,,,
